,tweets
159,RT @BuzzFeed: Affleck! Argo Wins Best Motion Picture Drama! #goldenglobes
160,"RT @anglophenia: Best Motion Picture Drama goes to ""Argo."" #GoldenGlobes"
161,"RT @nbc: Congratulations to the cast and crew of Argo for their Best Motion Picture, Drama win! #GoldenGlobes"
162,"Oscars got it wrong this year, first big surprise of award season! RT @CityNews: Argo wins Best Motion Picture Drama #GoldenGlobes"
163,"RT @nbc: Congratulations to the cast and crew of Argo for their Best Motion Picture, Drama win! #GoldenGlobes"
164,RT @TVGuide: Best motion picture drama goes to Argo #GoldenGlobes
165,"#Argo wins Best Motion PIcture, Drama at the #GoldenGlobes! Congrats to #BenAffleck!"
166,RT @HuffPostCeleb: Best Actor in a Motion Picture Drama goes to Daniel Day Lewis for #Lincoln #GoldenGlobes
167,RT @redfabbri: Yay Bne Afflcke! RT @BuzzFeed: Arog Wins Best Motion Picture Drama! #goldenglobes
168,RT @GreyGoose: Congrats to #GoldenGlobes Motion Picture Drama winner #Argo. We #GGCheers the GREY GOOSE Le Citron Mint Montage to you http://t.co/9CGc8sSD
169,"RT @nbc: Congratulations to the cast and crew of Argo for their Best Motion Picture, Drama win! #GoldenGlobes"
170,"RT @FlicksNZ: Argo wins Best Motion Picture - Drama. Boy, the Hollywood Foreign Press are sticking it to Oscar #GoldenGlobes"
171,which movie? “@BuzzFeed: Arog Wins Best Motion Picture Drama! #goldenglobes”
172,"RT @PhilippineStar: #GoldenGlobes Best Motion Picture, Drama: ""Argo"" ... Ben Affleck wins again! @APEntertainment"
173,"RT @THR: ""Argo"" wins the #GoldenGlobe for Best Motion Picture, Drama. http://t.co/bEbOJaJ5"
174,"RT @CNNshowbiz: Best motion picture drama goes to ""Argo."" #GoldenGlobes"
175,"RT @CNNshowbiz: Best motion picture drama goes to ""Argo."" #GoldenGlobes"
176,"RT @todayshow: ""Argo"" wins the #GoldenGlobe for best motion picture -- drama. Latest: http://t.co/yWrjaQUM http://t.co/mpLaDZCF"
177,"RT @todayshow: ""Argo"" wins the #GoldenGlobe for best motion picture -- drama. Latest: http://t.co/yWrjaQUM http://t.co/mpLaDZCF"
178,"RT @FashionweekNYC: Jessica Chastain wins the Golden Globe for Best Actress in a Motion Picture, Drama for ""Zero Dark Thirty"" #GoldenGlobes"
179,"RT @CNNshowbiz: Best motion picture drama goes to ""Argo."" #GoldenGlobes"
180,Best Motion Picture Drama goes to the excellent Argo!! Congrats to all the team! Is an excellent film! #GoldenGlobes
181,Wow ! RT @goldenglobes: Best Motion Picture - Drama - Argo - #GoldenGlobes
182,"Hooray!!! Congrats Ben Affleck!!! Yes!!! Winner, Best Motion Picture - Drama: Argo #goldenglobes"
183,Very deserving!!!! “@CinemarkUSA: Best actor in motion picture drama goes to... Daniel Day Lewis! @LincolnMovie #GoldenGlobes”
184,RT @BuzzFeed: Affleck! Argo Wins Best Motion Picture Drama! #goldenglobes
185,"so, Argo wins Best Motion Picture Drama yet it wasn't nominated for an Oscar? cray. oh and @CawhlTweets never saw it. he lied. #GoldenGlobes"
186,"RT @CNNshowbiz: Best motion picture drama goes to ""Argo."" #GoldenGlobes"
187,"RT @MTVNews: Yeah, Argo! The film wins Best Motion Picture - Drama. http://t.co/Z36SYljF #GoldenGlobes"
188,"RT @TheWrap: Ben Affleck's ""Argo"" wins Best Drama Motion Picture #GoldenGlobes"
189,"Yay, Argo won best Motion Picture Drama! Nice to see @BryanCranston on stage. Those are some really talented people in Argo. #GoldenGlobes"
190,"RT @todayshow: ""Argo"" wins the #GoldenGlobe for best motion picture -- drama. Latest: http://t.co/yWrjaQUM http://t.co/mpLaDZCF"
191,"RT @todayshow: ""Argo"" wins the #GoldenGlobe for best motion picture -- drama. Latest: http://t.co/yWrjaQUM http://t.co/mpLaDZCF"
192,BEST MOTION PICTURE DRAMA Goes to ARGO!! #GoldenGlobes #AwardsFeveronFMP
193,"RT @mariocimarro: Best motion picture drama goes to ""Argo."" #GoldenGlobes"
194,"RT @Life_and_Style: Take that, #Oscars! #BenAffleck's film #Argo wins Best Motion Picture Drama. Go Ben, Go Ben, Go! Go! Go! RT if you love Ben! #GoldenGlobes"
195,Wow! Didn't see that coming! @HuffPostCeleb: #Argo wins for Best Motion Picture Drama #GoldenGlobes
196,RT @jgrebes: Shocker! Nobody saw it coming! (poster attatched) RT @BuzzFeed: Arog Wins Best Motion Picture Drama! #goldenglobes http://t.co/2aXESO0R
197,"RT @nbc: Congratulations to the cast and crew of Argo for their Best Motion Picture, Drama win! #GoldenGlobes"
198,"Ben Affleck, wins best director &amp; motion picture - drama for Argo, beats veteran directors at the #GoldenGlobes I have to see his movie yet."
199,RT @tartecosmetics: Argo just won for best motion picture drama! #Amazing #GoldenGlobes
200,"""I wonder which movie won the Best Motion PIcture--Drama category at the #GoldenGlobes?"" ~said no one on Twitter, ever"
201,"RT @nbc: Congratulations to the cast and crew of Argo for their Best Motion Picture, Drama win! #GoldenGlobes"
202,"RT @CNNshowbiz: Best motion picture drama goes to ""Argo."" #GoldenGlobes"
203,"WINNER #GoldenGlobes Best Motion Picture - Drama - - ""Argo""."
204,"RT @CNNshowbiz: Best motion picture drama goes to ""Argo."" #GoldenGlobes"
205,"RT @CNNshowbiz: Best motion picture drama goes to ""Argo."" #GoldenGlobes"
206,And the award for Best Motion Picture (Drama) goes to Ben Affleck's excellent #Argo! #GoldenGlobes
207,RT @TVGuide: Best motion picture drama goes to Argo #GoldenGlobes
208,"RT @nbc: Congratulations to the cast and crew of Argo for their Best Motion Picture, Drama win! #GoldenGlobes"
209,"RT @FashionweekNYC: ""Argo"" wins the Golden Globe for Best Motion Picture, Drama #GoldenGlobes"
210,"Winners list: Best Motion Picture, Drama: Argo #GoldenGlobes #Belarich"
211,"RT @CNNshowbiz: Best motion picture drama goes to ""Argo."" #GoldenGlobes"
212,"Best actress in a motion picture drama. Jessica chastain. Zero dark thirty.
#golden globes. #winners. # zero http://t.co/KgBShMui"
213,"RT @THR: ""Argo"" wins the #GoldenGlobe for Best Motion Picture, Drama. http://t.co/bEbOJaJ5"
214,"RT @THR: ""Argo"" wins the #GoldenGlobe for Best Motion Picture, Drama. http://t.co/bEbOJaJ5"
215,"RT @THR: Daniel Day-Lewis wins the #GoldenGlobe for Best Actor in a Motion Picture, Drama for ""Lincoln."" http://t.co/bEbOJaJ5"
216,"RT @todayshow: ""Argo"" wins the #GoldenGlobe for best motion picture -- drama. Latest: http://t.co/yWrjaQUM http://t.co/mpLaDZCF"
217,RT @LedgerMatt: Argo wins Best Motion Picture - Drama at the #GoldenGlobes.
218,"RT @FashionweekNYC: ""Argo"" wins the Golden Globe for Best Motion Picture, Drama #GoldenGlobes"
219,#GoldenGlobes 2013: Jessica Chastain wins Best Actress in a Motion Picture – Drama http://t.co/Eg23skFq
220,RT @gmanews: Daniel Day Lewis wins Best Actor in a Motion Picture (Drama) for film Lincoln #GoldenGlobes via @goldenglobes
221,"RT @OnTheRedCarpet: Jessica Chastain of ""Zero Dark Thirty"" wins Best Actress in a Motion Picture - Drama at the #GoldenGlobes:  http://t.co/nqOsRQFl"
222,"RT @CNNshowbiz: Best motion picture drama goes to ""Argo."" #GoldenGlobes"
223,@DonnieWahlberg and Argo just won Best Motion Picture - Drama! #GoldenGlobes
224,"RT @todayshow: ""Argo"" wins the #GoldenGlobe for best motion picture -- drama. Latest: http://t.co/yWrjaQUM http://t.co/mpLaDZCF"
225,"RT @THR: ""Argo"" wins the #GoldenGlobe for Best Motion Picture, Drama. http://t.co/bEbOJaJ5"
226,RT @TVGuide: Best motion picture drama goes to Argo #GoldenGlobes
227,"RT @THR: Daniel Day-Lewis wins the #GoldenGlobe for Best Actor in a Motion Picture, Drama for ""Lincoln."" http://t.co/bEbOJaJ5"
228,"RT @nbc: Daniel Day-Lewis wins Best Actor in a Motion Picture, Drama, for his role in Lincoln. Congrats! #GoldenGlobes"
229,"Oh hey, Julia! Aaaaand Best Motion Picture - Drama goes to ... Argo! Too bad I haven't seen it. #goldenglobes"
230,"RT @CNNshowbiz: Best motion picture drama goes to ""Argo."" #GoldenGlobes"
231,"RT @todayshow: ""Argo"" wins the #GoldenGlobe for best motion picture -- drama. Latest: http://t.co/yWrjaQUM http://t.co/mpLaDZCF"
232,"RT @todayshow: ""Argo"" wins the #GoldenGlobe for best motion picture -- drama. Latest: http://t.co/yWrjaQUM http://t.co/mpLaDZCF"
233,#GoldenGlobes 2013: Daniel Day-Lewis wins Best Actor in a Motion Picture – Drama for Lincoln http://t.co/KD5kkVQ0
234,"RT @CNNshowbiz: Best motion picture drama goes to ""Argo."" #GoldenGlobes"
235,"Well done ""Argo"" wins the Golden Globe for Best Motion Picture - Drama. @goldenglobes  #goldenglobes"
236,"RT @FashionweekNYC: ""Argo"" wins the Golden Globe for Best Motion Picture, Drama #GoldenGlobes"
237,"RT @todayshow: ""Argo"" wins the #GoldenGlobe for best motion picture -- drama. Latest: http://t.co/yWrjaQUM http://t.co/mpLaDZCF"
238,"RT @CNNshowbiz: Best motion picture drama goes to ""Argo."" #GoldenGlobes"
239,"ARGO Go Ben!!!! #Argo wins Best Motion Picture Drama &amp; Best Director
#GoldenGlobes @BenAffleck"
